1625756191216, 2-2, 2, 2, 2, 2, 1, 23, 0, 1, 0, 0, 40, 91, 14999872;
1625756191313, 2-4, 2, 4, 2, 2, 1, 39, 0, 1, 0, 0, 98, 154, 21185320;
1625756191362, 2-2, 2, 2, 2, 2, 2, 47, 8, 0, 31, 0, 38, 145, 27989560;
1625756191491, 2-2, 2, 2, 3, 4, 1, 24, 0, 0, 0, 0, 61, 96, 42922120;
1625756191498, 2-4, 2, 4, 2, 2, 2, 88, 5, 0, 9, 0, 66, 185, 49517344;
1625756191633, 2-2, 2, 2, 3, 4, 2, 41, 0, 0, 19, 0, 50, 142, 65969344;
1625756191737, 2-4, 2, 4, 3, 5, 1, 54, 0, 0, 0, 0, 121, 190, 87840928;
1625756191783, 2-2, 2, 2, 4, 6, 1, 40, 0, 1, 0, 0, 74, 126, 88709960;
1625756191954, 2-2, 2, 2, 4, 6, 2, 66, 5, 0, 12, 0, 61, 171, 127378048;
1625756192016, 2-2, 2, 2, 2, 2, 1, 12, 0, 0, 0, 2, 20, 37, 136939992;
1625756192023, 2-4, 2, 4, 3, 4, 2, 115, 6, 0, 16, 0, 124, 286, 147848344;
1625756192077, 2-2, 2, 2, 2, 2, 2, 21, 3, 0, 8, 5, 20, 60, 147662768;
1625756192180, 2-2, 2, 2, 3, 4, 1, 22, 0, 1, 0, 0, 43, 75, 163127328;
1625756192304, 2-2, 2, 2, 3, 4, 2, 42, 5, 0, 15, 0, 43, 123, 187948904;
1625756192399, 2-4, 2, 4, 4, 8, 1, 79, 0, 0, 0, 0, 223, 320, 211102600;
1625756192456, 2-2, 2, 2, 4, 6, 1, 35, 0, 0, 0, 0, 62, 106, 210433824;
1625756192599, 2-2, 2, 2, 4, 6, 2, 55, 5, 0, 10, 0, 55, 143, 244948072;
1625756192677, 2-2, 2, 2, 2, 2, 1, 25, 0, 0, 0, 0, 23, 53, 254435576;
1625756192751, 2-2, 2, 2, 2, 2, 2, 20, 4, 0, 20, 0, 20, 74, 267311000;
1625756192838, 2-2, 2, 2, 3, 4, 1, 19, 0, 0, 0, 0, 37, 64, 282475880;
1625756192857, 2-4, 2, 4, 4, 8, 2, 193, 8, 0, 11, 0, 223, 458, 314043600;
1625756192965, 2-2, 2, 2, 3, 4, 2, 36, 0, 0, 38, 5, 37, 127, 305643096;
1625756192991, 2-4, 2, 4, 2, 2, 1, 27, 0, 1, 0, 0, 62, 97, 335120464;
1625756193094, 2-2, 2, 2, 4, 6, 1, 29, 0, 0, 0, 0, 70, 107, 328312064;
1625756193160, 2-4, 2, 4, 2, 3, 2, 58, 4, 0, 8, 14, 83, 169, 363348368;
1625756193340, 2-2, 2, 2, 4, 6, 2, 77, 9, 1, 50, 0, 89, 246, 364553376;
1625756193465, 2-4, 2, 4, 3, 5, 1, 54, 0, 0, 0, 4, 185, 248, 401568896;
1625756193781, 2-4, 2, 4, 3, 5, 2, 125, 0, 0, 28, 0, 132, 316, 462923744;
1625756194160, 2-4, 2, 4, 4, 8, 1, 68, 0, 1, 0, 0, 254, 337, 524266584;
1625756194760, 2-4, 2, 4, 4, 7, 2, 259, 11, 0, 19, 0, 268, 600, 624435784;
1625756194988, 2-4, 2, 4, 2, 3, 1, 37, 0, 0, 0, 0, 105, 173, 648661960;
1625756195221, 2-4, 2, 4, 2, 3, 2, 126, 5, 0, 11, 0, 74, 233, 677004224;
1625756195509, 2-4, 2, 4, 3, 6, 1, 61, 0, 0, 0, 0, 164, 239, 715715408;
1625756195917, 2-4, 2, 4, 3, 5, 2, 159, 8, 0, 14, 0, 200, 408, 775830048;
1625756196391, 2-4, 2, 4, 4, 8, 1, 110, 0, 0, 0, 0, 293, 421, 836775064;
1625756197113, 2-4, 2, 4, 4, 7, 2, 278, 12, 0, 22, 0, 375, 722, 939726328;
